,item,itemLabel,itemDescription,drugs,drugsLabel
924,http://www.wikidata.org/entity/Q1511436,auditory agnosia,agnosia that is a loss of the ability to distinguishing environmental and non-verbal auditory cues including difficulty distinguishing speech from non-speech sounds even though hearing is usually normal,,
925,http://www.wikidata.org/entity/Q1054088,auditory hallucination,"Hearing sounds without finding external stimuli, but having the characteristic of actually hearing sounds",,
926,http://www.wikidata.org/entity/Q739481,aura,eye disturbance with/without headache,,
927,http://www.wikidata.org/entity/Q4825823,autagonistophilia,paraphilia involving being observed,,
928,http://www.wikidata.org/entity/Q784428,autassassinophilia,Sexual arousal from the risk of being killed,,
929,http://www.wikidata.org/entity/Q38404,autism,neurodevelopmental condition,"['http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q898407', 'http://www.wikidata.org/entity/Q418928', 'http://www.wikidata.org/entity/Q408535']","['risperidone', 'venlafaxine', '(RS)-fenfluramine', 'quetiapine']"
930,http://www.wikidata.org/entity/Q1436063,autism spectrum disorder,range of neurodevelopmental disorders,,
931,http://www.wikidata.org/entity/Q55784749,autism spectrum disorder-epilepsy-arthrogryposis syndrome,(1p21),,
932,http://www.wikidata.org/entity/Q55785384,autism-facial port-wine stain syndrome,This syndrome is characterised by the presence of a unilateral angioma on the face and autistic developmental problems characterised by language delay and atypical social interactions,,
933,http://www.wikidata.org/entity/Q23808084,autistic catatonia,mental illness,,
934,http://www.wikidata.org/entity/Q72423832,autistic meltdown,involuntary emotional breakdown in an autistic person caused by severe stress,,
935,http://www.wikidata.org/entity/Q24951653,autistic savant,,,
936,http://www.wikidata.org/entity/Q67135649,autistic special interest,narrow and passionate interest experienced by autistic people that can spark positive feelings,,
937,http://www.wikidata.org/entity/Q9638726,autoandrophilia,paraphilic tendency to be sexually aroused by the thought or image of oneself as a male or more masculine,,
938,http://www.wikidata.org/entity/Q782444,autogynephilia,man's paraphilic tendency to be sexually aroused by the thought or image of himself as a woman,,
939,http://www.wikidata.org/entity/Q787420,automation disorder,health problem,,
940,http://www.wikidata.org/entity/Q102296249,autosomal dominant Aarskog syndrome,human disease,,
941,http://www.wikidata.org/entity/Q622925,Vestibulocerebellar syndrome,medical condition,,
942,http://www.wikidata.org/entity/Q19587382,autosomal dominant non-syndromic intellectual disability,non-syndromic intellectual disability characterized by an autosomal dominant inheritance pattern,,
943,http://www.wikidata.org/entity/Q3589157,autosomal dominant nocturnal frontal lobe epilepsy,frontal lobe epilepsy that is characterized by autosomal dominant inheritance with childhood onset of clusters of brief nocturnal motor seizures with hyperkinetic or tonic manifestations,,
944,http://www.wikidata.org/entity/Q32136892,autosomal recessive Parkinson disease 14,"Adult-onset dystonia-parkinsonism is a rare neurodegenerative disease usually presenting before the age of 30 and which is characterized by dystonia, L-dopa-responsive parkinsonism, pyramidal signs and rapid cognitive decline",,
945,http://www.wikidata.org/entity/Q55345810,"autosomal recessive ataxia, Beauce type",gene mutations,,
946,http://www.wikidata.org/entity/Q4826996,autosomal recessive cerebellar ataxia,hereditary ataxia that has material basis in autosomal recessive inheritance,,
947,http://www.wikidata.org/entity/Q32143448,autosomal recessive complex spastic paraplegia type 9B,human disease,,
948,http://www.wikidata.org/entity/Q55346091,autosomal recessive congenital cerebellar ataxia,human disease,,
949,http://www.wikidata.org/entity/Q55346094,autosomal recessive degenerative and progressive cerebellar ataxia,human disease,,
950,http://www.wikidata.org/entity/Q55783738,autosomal recessive frontotemporal pachygyria,human disease,,
951,http://www.wikidata.org/entity/Q102295570,autosomal recessive intellectual developmental disorder-72,human disease,,
952,http://www.wikidata.org/entity/Q27429766,autosomal recessive limb-girdle muscular dystrophy,limb-girdle muscular dystrophy has material basis in autosomal recessive inheritance,,
953,http://www.wikidata.org/entity/Q55395649,autosomal recessive mental retardation-34 with variant lissencephaly,human disease,,
954,http://www.wikidata.org/entity/Q55346092,autosomal recessive metabolic cerebellar ataxia,human disease,,
955,http://www.wikidata.org/entity/Q19587384,autosomal recessive non-syndromic intellectual disability,human disease,,
956,http://www.wikidata.org/entity/Q55346010,autosomal recessive spastic ataxia,Autosomal recessive form of spastic ataxia,,
957,http://www.wikidata.org/entity/Q55346095,autosomal recessive syndromic cerebellar ataxia,human disease,,
958,http://www.wikidata.org/entity/Q4827018,autotopagnosia,form of agnosia,,
959,http://www.wikidata.org/entity/Q4827032,autovampirism,"a form of vampirism that refers to drinking one's own blood, typically as a form of sexual gratification",,
960,http://www.wikidata.org/entity/Q509122,avoidant personality disorder,severe form of social anxiety,,
961,http://www.wikidata.org/entity/Q7447762,avoidant/restrictive food intake disorder,eating disorder,,
962,http://www.wikidata.org/entity/Q3058278,balloon fetish,fetish revolving balloons,,
963,http://www.wikidata.org/entity/Q4261984,barbiturate dependence,drug dependence that involves the continued use of barbiturates despite problems related to use of the substance,,
964,http://www.wikidata.org/entity/Q1184752,barbiturate overdose,medical condition,,
965,http://www.wikidata.org/entity/Q12081209,battology,"continual unnecessary reiteration of the same words, phrases, or ideas",,
966,http://www.wikidata.org/entity/Q4362373,beer alcoholism,,,
967,http://www.wikidata.org/entity/Q1513352,behavioral addiction,"form of addiction that involves a compulsion to engage in a rewarding non-drug-related behavior despite any negative consequences to the person's physical, mental, social or financial well-being",,
968,http://www.wikidata.org/entity/Q1815366,behavioral disorder,,,
969,http://www.wikidata.org/entity/Q2769397,behavioral disorder associated with intellectual disabilities,,,
970,http://www.wikidata.org/entity/Q3508799,behavioral phenotypes in genetic syndromes,,,
971,http://www.wikidata.org/entity/Q55345980,behavioral variant of frontotemporal dementia,"Behavioral variant of frontotemporal dementia (bv-FTD) is a form of frontotemporal dementia (FTD; see this term), characterized by progressive behavioral impairment and a decline in executive function with frontal lobe-predominant atrophy",,
972,http://www.wikidata.org/entity/Q28130457,belief perseverance,maintaining or even strengthening a belief despite new contradictory information,,
973,http://www.wikidata.org/entity/Q9347500,belle indifférence hystérique,,,
974,http://www.wikidata.org/entity/Q15043325,benzodiazepine abuse,"the use of benzodiazepines without a prescription, often for recreational purposes, which poses risks of dependence, withdrawal and other long-term effects",,
975,http://www.wikidata.org/entity/Q380409,benzodiazepine dependence,"one or more of either tolerance, withdrawal symptoms, drug seeking behaviors, such as continued use despite harmful effects, and maladaptive pattern of substance use, according to the DSM-IV",,
976,http://www.wikidata.org/entity/Q6119887,benzodiazepine withdrawal syndrome,signs and symptoms due to benzodiazepines discontinuation in physically dependent persons,,
977,http://www.wikidata.org/entity/Q830532,bestiality,"practice of sexual activity between humans and non-human animals, criminalised in many jurisdictions and of dubious ethics",,
978,http://www.wikidata.org/entity/Q9169656,betacism,,,
979,http://www.wikidata.org/entity/Q1290895,biastophilia,"paraphilia in which sexual arousal is dependent on, or is responsive to, the act of assaulting an unconsenting person",,
980,http://www.wikidata.org/entity/Q856396,bibliomania,mania,,
981,http://www.wikidata.org/entity/Q1521260,binge drinking,modern epithet for drinking alcoholic beverages with an intention of becoming intoxicated by heavy consumption of alcohol over a short period of time,,
982,http://www.wikidata.org/entity/Q209522,binge-eating disorder,"eating disorder characterized by frequent and recurrent binge eating episodes with associated negative psychological and social problems, but without subsequent purging episodes",,
983,http://www.wikidata.org/entity/Q4915474,bipolar I disorder,bipolar disorder that is characterized by at least one manic or mixed episode,"['http://www.wikidata.org/entity/Q50824517', 'http://www.wikidata.org/entity/Q2938837', 'http://www.wikidata.org/entity/Q412443']","['(R,R)-asenapine', 'cariprazine', 'risperidone']"
984,http://www.wikidata.org/entity/Q71263784,bipolar and related disorders,disorders related to both the schizophrenia spectrum and depressive disorders,,
985,http://www.wikidata.org/entity/Q56014658,bipolar depression,The depressive stage of bipolar disorder,,
986,http://www.wikidata.org/entity/Q131755,bipolar disorder,human mental illness characterized by mood changes,"['http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q410346', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q152763', 'http://www.wikidata.org/entity/Q240642', 'http://www.wikidata.org/entity/Q221174', 'http://www.wikidata.org/entity/Q27278051', 'http://www.wikidata.org/entity/Q410412', 'http://www.wikidata.org/entity/Q907219', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q407988', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q410352']","['olanzapine', 'lamotrigine', 'risperidone', 'lithium compounds', 'valproic acid', 'topiramate', 'transclopenthixol', 'carbamazepin', 'tiagabine', 'quetiapine', 'clonazepam', 'clozapine', 'gabapentin']"
987,http://www.wikidata.org/entity/Q4086956,bipolar ll disorder,"bipolar disorder that is characterized by at least one hypomanic episode and at least one major depressive episode; with this disorder, depressive episodes are more frequent and more intense than manic episodes",,
988,http://www.wikidata.org/entity/Q4915490,bipolar spectrum,,,
989,http://www.wikidata.org/entity/Q55781692,"bird headed-dwarfism, Montreal type",human disease,,
990,http://www.wikidata.org/entity/Q359099,blackout,alcohol-related amnesia,,
991,http://www.wikidata.org/entity/Q55787025,blepharophimosis-intellectual disability syndrome,human disease,,
992,http://www.wikidata.org/entity/Q55787671,blepharophimosis-intellectual disability syndrome due to UBE3B deficiency,human disease,,
993,http://www.wikidata.org/entity/Q55999539,"blepharophimosis-intellectual disability syndrome, MKB type",The Maat-Kievit-Brunner type of Ohdo syndrome is a rare condition characterized by intellectual disability and distinctive facial features. It has only been reported in males.,,
994,http://www.wikidata.org/entity/Q3961681,"blepharophimosis-intellectual disability syndrome, Ohdo type","syndrome that is characterized by blepharophimosis, ptosis, dental hypoplasia, hearing impairment and intellectual disability",,
995,http://www.wikidata.org/entity/Q55783364,"blepharophimosis-intellectual disability syndrome, Verloes type",human disease,,
996,http://www.wikidata.org/entity/Q4927796,blood fetishism,"sexual interest or paraphilia for blood in clinical vampirism, or within BDSM or vampire lifestyle",,
997,http://www.wikidata.org/entity/Q886731,blood phobia,irrational fear of blood,,
998,http://www.wikidata.org/entity/Q3381344,blood-injection-injury type phobia,"specific phobia characterized by the display of excessive, irrational fear in response to the sight of blood, injury, or injection",,
999,http://www.wikidata.org/entity/Q844590,body dysmorphic disorder,mental disorder,,
1000,http://www.wikidata.org/entity/Q890069,body integrity identity disorder,mental disorder,,
1001,http://www.wikidata.org/entity/Q747748,body worship,submissive act pertaining to BDSM,,
1002,http://www.wikidata.org/entity/Q95422809,body-focused obsession,,,
1003,http://www.wikidata.org/entity/Q3092561,boot fetishism,sexual fetish,,
1004,http://www.wikidata.org/entity/Q11861940,borderline intellectual functioning,Category of intelligence,,
1005,http://www.wikidata.org/entity/Q208166,borderline personality disorder,personality disorder characterized by variability of moods and unstable relationships,"['http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q898407', 'http://www.wikidata.org/entity/Q410346', 'http://www.wikidata.org/entity/Q411188']","['quetiapine', 'venlafaxine', 'lamotrigine', 'aripiprazole']"
1006,http://www.wikidata.org/entity/Q18710618,borderline personality disorder: borderline type,"subtype of borderline personality disorder, with the ICD-10 classification of F60.31",,
1007,http://www.wikidata.org/entity/Q15141261,borderline spectrum disorder,,,
1008,http://www.wikidata.org/entity/Q1208144,boreout,psychological disorder,,
1009,http://www.wikidata.org/entity/Q4949373,bouffée délirante,acute polymorphic psychotic disorder (bouffée délirante),,
1010,http://www.wikidata.org/entity/Q154666,bovine sponginess encephalitic,bovine counterpart to variant Creutzfeldt-Jakob disease,,
1011,http://www.wikidata.org/entity/Q3219948,bowel-control anxiety,fear of getting diarrhea in public,,
