item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q15847787,alcohol enema,injection of ethyl alcohol into the rectum for absorption
http://www.wikidata.org/entity/Q750343,alcohol flush reaction,condition in which a person develops flushes or blotches
http://www.wikidata.org/entity/Q16496265,alcohol poisoning,
http://www.wikidata.org/entity/Q16002420,alcohol use among college students,alcohol consumption by students
http://www.wikidata.org/entity/Q2832218,alcohol use among college students in France,
http://www.wikidata.org/entity/Q39088416,alcohol use during pregnancy,Toxic effects of alcohol consumption during pregnancy on a fetus
http://www.wikidata.org/entity/Q1345798,alcohol withdrawal seizure,seizures that occur in association with ethanol abuse without other identifiable causes
http://www.wikidata.org/entity/Q2914873,alcohol withdrawal syndrome,A set of symptoms that can occur after a reduction in alcohol use after excessive use
http://www.wikidata.org/entity/Q18555102,alcohol-induced mental disorder,nental and behavioural disorders due to use of alcohol
http://www.wikidata.org/entity/Q4062514,alcohol-induced psychotic disorder,organic psychotic states due mainly to excessive consumption of alcoholic beverages
http://www.wikidata.org/entity/Q18553388,alcohol-related birth defect,"fetal alcohol spectrum disorder that results in damage to organs, bones, or muscles due to prenatal alcohol exposure"
http://www.wikidata.org/entity/Q18205193,alcohol-related brain damage,toxic effects on the brain from use of alcohol
http://www.wikidata.org/entity/Q56014553,alcohol-related disorders,disorders related to or resulting from abuse or mis-use of alcohol
http://www.wikidata.org/entity/Q18553387,alcohol-related neurodevelopmental disorder,human disease
http://www.wikidata.org/entity/Q97999977,alcoholic Korsakoff syndrome,"neurological disorder with inattentiveness and the inability to form short term memories, caused by thiamine deficiency due to chronic alcoholism"
http://www.wikidata.org/entity/Q2305174,alcoholic cardiomyopathy,"disease in which the chronic long-term abuse of alcohol (i.e., ethanol) leads to heart failure"
http://www.wikidata.org/entity/Q18816398,alcoholic cerebellar degeneration,
http://www.wikidata.org/entity/Q110572881,alcoholic deterioration,
http://www.wikidata.org/entity/Q25416562,alcoholic fatty liver,lipid infiltration of the hepatic parenchymal cells that is due to alcohol abuse
http://www.wikidata.org/entity/Q18557999,alcoholic gastritis,human disease
http://www.wikidata.org/entity/Q1040275,alcoholic hallucinosis,type of hallucinosis (pseudo-hallucination)
http://www.wikidata.org/entity/Q3144986,alcoholic hepatitis,hepatitis (inflammation of the liver) due to excessive intake of alcohol
http://www.wikidata.org/entity/Q6470994,alcoholic liver cirrhosis,Human disease
http://www.wikidata.org/entity/Q558404,alcoholic liver disease,medical condition
http://www.wikidata.org/entity/Q4713328,alcoholic lung disease,Human disease
http://www.wikidata.org/entity/Q11781606,alcoholic myopathy,
http://www.wikidata.org/entity/Q4062508,alcoholic neuropathy,Human disease
http://www.wikidata.org/entity/Q4062516,alcoholic palimpsest,acute anterograde amnesia which occurs in the course of chronic alcoholism
http://www.wikidata.org/entity/Q18556573,alcoholic pancreatitis,human disease
http://www.wikidata.org/entity/Q28501397,alcoholic paranoid,chronic paranoid psychosis associated with alcoholism
http://www.wikidata.org/entity/Q15326,alcoholism,broad term for problems with alcohol
http://www.wikidata.org/entity/Q2647480,alcoholism in adolescence,overview of alcoholism in adolescence
http://www.wikidata.org/entity/Q16543572,alcoholism in adolescence in France,
http://www.wikidata.org/entity/Q1129046,alexithymia,"subclinical deficiency in understanding, processing, or describing emotions"
http://www.wikidata.org/entity/Q1570503,algolagnia,pleasure from pain
http://www.wikidata.org/entity/Q2649390,allolalia,speech disorder resulting from cerebral damage
http://www.wikidata.org/entity/Q3612627,allomnesia,deformation of actual memories
http://www.wikidata.org/entity/Q1484024,alogia,"negative symptom, restriction in the amount of spontaneous speech"
http://www.wikidata.org/entity/Q55780307,alopecia-epilepsy-pyorrhea-intellectual disability syndrome,
http://www.wikidata.org/entity/Q55781640,alopecia-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q102293819,alopecia-mental retardation syndrome 1,human disease
http://www.wikidata.org/entity/Q55999861,alopecia-mental retardation syndrome 2,human disease
http://www.wikidata.org/entity/Q56002749,alopecia-mental retardation syndrome 3,human disease
http://www.wikidata.org/entity/Q111042737,alopecia-mental retardation syndrome 4,human disease
http://www.wikidata.org/entity/Q25377826,alternative psychosis,
http://www.wikidata.org/entity/Q5916945,altitude insomnia,
http://www.wikidata.org/entity/Q18209225,alvinolagnia,belly or midriff fetish
http://www.wikidata.org/entity/Q1131359,amaxophobia,fear of riding in a vehicle
http://www.wikidata.org/entity/Q462833,amentia,"state of acute hallucinatory confusion, characterised by disordered level of consciousness"
http://www.wikidata.org/entity/Q55785873,aminopterin/methotrexate embryofetopathy,
http://www.wikidata.org/entity/Q11072,amnesia,"cognitive disorder where the memory is disturbed or lost and involves the loss of memories previously established, loss of the ability to create new memories, continuous high blood pressure and severe shock may also caused amnesia"
http://www.wikidata.org/entity/Q2914153,amotivational syndrome,impairements associated with cannabis use
http://www.wikidata.org/entity/Q4748162,amphetamine dependence,state of psychological dependence on a drug in the amphetamine class
http://www.wikidata.org/entity/Q18557338,amphetamine-related disorders,negative health consequences of substance abuse that involves the recurring use of amphetamines
http://www.wikidata.org/entity/Q481787,amusia,"agnosia that is a loss of the ability to recognize musical notes, rhythms, and intervals"
http://www.wikidata.org/entity/Q3705268,amyotrophic lateral sclerosis and frontotemporal dementia,clinic-pathological entity that can be framed within frontotemporal dementia
http://www.wikidata.org/entity/Q22906361,anabolic-androgenic steroids abuse,
http://www.wikidata.org/entity/Q3044887,anaclitic depression,
http://www.wikidata.org/entity/Q486058,anaphrodisia,human disease
http://www.wikidata.org/entity/Q486445,anarthria,
http://www.wikidata.org/entity/Q6017136,anatidaephobia,humorous fear of ducks
http://www.wikidata.org/entity/Q2028822,androphobia,abnormal fear of men
http://www.wikidata.org/entity/Q944108,animal phobia,specific phobia that involves a fear caused by the presence or thought of a specific animal that poses little or no danger at all
http://www.wikidata.org/entity/Q4765258,aniridia ataxia renal agenesis psychomotor retardation,medical condition
http://www.wikidata.org/entity/Q55785319,aniridia-intellectual disability syndrome,
http://www.wikidata.org/entity/Q55785318,aniridia-ptosis-intellectual disability-familial obesity syndrome,
http://www.wikidata.org/entity/Q567576,anomic aphasia,type of aphasia
http://www.wikidata.org/entity/Q567713,anorexia mirabilis,"religious fasting to the point of starvation, particularly of women and girls of the Middle Ages"
http://www.wikidata.org/entity/Q131749,anorexia nervosa,type of eating disorder
http://www.wikidata.org/entity/Q1772397,anorgasmia,type of sexual dysfunction in which a person cannot achieve orgasm despite adequate stimulation
http://www.wikidata.org/entity/Q567869,anosognosia,"Unawareness of one's own illness, symptoms or impairments"
http://www.wikidata.org/entity/Q3048964,antabuse effect,group of medical symptoms
http://www.wikidata.org/entity/Q572111,anterograde amnesia,loss of the ability to create new memories after the onset of amnesia
http://www.wikidata.org/entity/Q574485,anthropophobia,
http://www.wikidata.org/entity/Q18554152,antidepressant abuse,substance abuse that involves the recurring use of antidepressant drugs despite negative consequences
http://www.wikidata.org/entity/Q118418,antisocial personality disorder,Personality disorder that involves a pervasive pattern of disregard for other people
http://www.wikidata.org/entity/Q154430,anxiety,"unpleasant complex combination of emotions that includes fear, apprehension and worry, and is often accompanied by physical sensations such as palpitations, nausea, chest pain and/or shortness of breath"
http://www.wikidata.org/entity/Q16054607,anxiety,unpleasant state of inner turmoil
http://www.wikidata.org/entity/Q544006,anxiety disorder,"cognitive disorder with an excessive, irrational dread of everyday situations"
http://www.wikidata.org/entity/Q3347244,anxiety neurosis,
http://www.wikidata.org/entity/Q55780338,aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,medical condition
http://www.wikidata.org/entity/Q309406,apathy,state of indifference or the suppression of emotions; lack of interest or enthusiasm
http://www.wikidata.org/entity/Q46545345,apathy-aboulia syndrome,"psychopathological syndrome, characterised by apathy and aboulia, occurring in schizophrenia or after a brain damage"
http://www.wikidata.org/entity/Q2836,aphasia,inability to use spoken language
http://www.wikidata.org/entity/Q12300636,aphemia,Type of aphasia
http://www.wikidata.org/entity/Q514686,aphonia,medical condition leading to loss of voice
http://www.wikidata.org/entity/Q55787565,aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q30918966,aphrodisia,
http://www.wikidata.org/entity/Q1859754,apperceptive agnosia,agnosia that is a loss of the ability to distinguish visual shapes
http://www.wikidata.org/entity/Q58145981,apragmatism,state of inactivity caused by schizophrenia or severe depression
http://www.wikidata.org/entity/Q498916,apraxia,agnosia that is a loss of the ability to map out physical actions in order to repeat them in functional activities
http://www.wikidata.org/entity/Q2859168,aquaphilia,form of sexual fetishism
http://www.wikidata.org/entity/Q55785348,arachnodactyly-abnormal ossification-intellectual disability syndrome,
http://www.wikidata.org/entity/Q220783,arachnophobia,fear of spiders and other arachnids
http://www.wikidata.org/entity/Q55789813,arena syndrome,human disease
http://www.wikidata.org/entity/Q748104,arithmomania,mental disorder whereby someone has a strong need to count their actions or nearby objects
http://www.wikidata.org/entity/Q12230347,armpit fetishism,partialism in which an individual is sexually attracted to armpits
http://www.wikidata.org/entity/Q5832715,army disease,opiate addiction  during American Civil War
http://www.wikidata.org/entity/Q4795924,arrested development,psychological disorder
http://www.wikidata.org/entity/Q18556221,articulation disorder,"speech disorder that involves mispronouncing speech sounds by omitting, distorting, substituting, or adding sounds which can make speech difficult to understand"
http://www.wikidata.org/entity/Q3625125,asemia,Inability to understand or express any signs or symbols
http://www.wikidata.org/entity/Q2254511,associative agnosia,agnosia that is a loss of the ability to recognize visual scenes or classes of objects but retain the abilty to describe them
http://www.wikidata.org/entity/Q739221,astereognosia,"agnosia that is the loss of the ability to recognize objects by touch based on its texture, size and weight"
http://www.wikidata.org/entity/Q9169874,asymptomatic neurosyphilis,
http://www.wikidata.org/entity/Q18553767,asymptomatic neurosyphilis,tertiary neurosyphilis that results in mild meningitis
http://www.wikidata.org/entity/Q4071950,atactic thinking,schizophrenic thought disorder
http://www.wikidata.org/entity/Q387082,ataxia telangiectasia,"a rare, neurodegenerative, autosomal recessive human disease causing severe disability"
http://www.wikidata.org/entity/Q55346098,ataxia with dementia,human disease
http://www.wikidata.org/entity/Q18553452,ataxia with oculomotor apraxia type 1,"Ataxia with oculomotor apraxia type 1 (AOA1) is a rare autosomal recessive cerebellar ataxia (ARCA; see this term), characterized by progressive cerebellar ataxia associated with oculomotor apraxia, severe neuropathy, and hypoalbuminemia"
http://www.wikidata.org/entity/Q26492776,ataxia with oculomotor apraxia type 3,human disease
http://www.wikidata.org/entity/Q55784818,ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,
